Root,ChordType,Index,String1,String2,String3,String4,String5,String6,NumStrings,Inversion
A,m11,14,8.0,0.0,5.0,7.0,0.0,0.0,6,0
A,m11,15,8.0,0.0,9.0,0.0,3.0,0.0,6,0
A,m11,16,5.0,3.0,0.0,0.0,5.0,7.0,6,0
A,m11,17,8.0,0.0,0.0,0.0,5.0,7.0,6,0
A,m11,18,5.0,3.0,5.0,7.0,5.0,7.0,6,0
A,m11,19,5.0,3.0,5.0,9.0,3.0,7.0,6,0
A,m11,20,8.0,0.0,5.0,7.0,5.0,7.0,6,0
A,m11,21,8.0,0.0,5.0,9.0,3.0,7.0,6,0
A,m11,22,5.0,3.0,0.0,4.0,5.0,3.0,6,0
A,m11,23,5.0,3.0,0.0,4.0,8.0,0.0,6,0
A,m11,24,5.0,3.0,0.0,9.0,0.0,3.0,6,0
A,m11,25,8.0,0.0,0.0,4.0,5.0,3.0,6,0
A,m11,26,8.0,0.0,0.0,4.0,8.0,0.0,6,0
A,m11,27,8.0,0.0,0.0,9.0,0.0,3.0,6,0
A,m11,28,5.0,3.0,9.0,7.0,5.0,3.0,6,0
A,m11,29,5.0,3.0,9.0,7.0,8.0,0.0,6,0
A,m11,30,5.0,3.0,9.0,9.0,3.0,3.0,6,0
A,m11,31,8.0,0.0,9.0,7.0,5.0,3.0,6,0
A,m11,32,8.0,0.0,9.0,7.0,8.0,0.0,6,0
A,m11,33,8.0,0.0,9.0,9.0,3.0,3.0,6,0
A,m11,34,5.0,3.0,0.0,9.0,8.0,7.0,6,0
A,m11,35,8.0,0.0,0.0,9.0,8.0,7.0,6,0
A,m11,46,5.0,5.0,2.0,0.0,1.0,7.0,6,0
A,m11,47,5.0,7.0,0.0,0.0,1.0,7.0,6,0
A,m11,48,5.0,7.0,5.0,5.0,3.0,7.0,6,0
A,m11,49,5.0,7.0,5.0,7.0,1.0,7.0,6,0
A,m11,50,5.0,2.0,2.0,5.0,3.0,3.0,6,0
A,m11,51,5.0,2.0,2.0,7.0,1.0,3.0,6,0
A,m11,52,7.0,0.0,2.0,5.0,3.0,3.0,6,0
A,m11,53,7.0,0.0,2.0,7.0,1.0,3.0,6,0
A,m11,54,5.0,5.0,2.0,4.0,1.0,3.0,6,0
A,m11,55,5.0,5.0,2.0,5.0,0.0,3.0,6,0
A,m11,56,5.0,7.0,0.0,4.0,1.0,3.0,6,0
A,m11,57,5.0,7.0,0.0,5.0,0.0,3.0,6,0
A,m11,58,5.0,7.0,9.0,5.0,3.0,3.0,6,0
A,m11,59,5.0,7.0,9.0,7.0,1.0,3.0,6,0
A,m11,60,5.0,5.0,2.0,5.0,8.0,7.0,6,0
A,m11,61,5.0,7.0,0.0,5.0,8.0,7.0,6,0
A,m11,68,5.0,2.0,0.0,0.0,1.0,0.0,6,0
A,m11,69,7.0,0.0,0.0,0.0,1.0,0.0,6,0
A,m11,70,5.0,2.0,5.0,5.0,3.0,0.0,6,0
A,m11,71,5.0,2.0,5.0,7.0,1.0,0.0,6,0
A,m11,72,7.0,0.0,5.0,5.0,3.0,0.0,6,0
A,m11,73,7.0,0.0,5.0,7.0,1.0,0.0,6,0
A,m11,74,5.0,5.0,5.0,4.0,1.0,0.0,6,0
A,m11,75,5.0,5.0,5.0,5.0,0.0,0.0,6,0
A,m11,76,5.0,5.0,9.0,0.0,1.0,0.0,6,0
A,m11,77,5.0,5.0,5.0,5.0,5.0,7.0,6,0
A,m11,78,5.0,5.0,5.0,9.0,1.0,7.0,6,0
A,m11,79,5.0,2.0,0.0,5.0,5.0,3.0,6,0
A,m11,80,5.0,2.0,0.0,5.0,8.0,0.0,6,0
A,m11,81,5.0,2.0,0.0,9.0,1.0,3.0,6,0
A,m11,82,7.0,0.0,0.0,5.0,5.0,3.0,6,0
A,m11,83,7.0,0.0,0.0,5.0,8.0,0.0,6,0
A,m11,84,7.0,0.0,0.0,9.0,1.0,3.0,6,0
A,m11,85,5.0,5.0,9.0,5.0,5.0,3.0,6,0
A,m11,86,5.0,5.0,9.0,5.0,8.0,0.0,6,0
A,m11,87,5.0,5.0,9.0,9.0,1.0,3.0,6,0
A,m11,96,5.0,2.0,2.0,0.0,3.0,8.0,6,0
A,m11,97,7.0,0.0,2.0,0.0,3.0,8.0,6,0
A,m11,98,5.0,5.0,2.0,0.0,0.0,8.0,6,0
A,m11,99,5.0,7.0,0.0,0.0,0.0,8.0,6,0
A,m11,100,5.0,7.0,5.0,4.0,3.0,8.0,6,0
A,m11,101,5.0,7.0,5.0,7.0,0.0,8.0,6,0
A,m11,102,5.0,7.0,9.0,0.0,3.0,8.0,6,0
A,m11,103,5.0,2.0,2.0,7.0,8.0,8.0,6,0
A,m11,104,7.0,0.0,2.0,7.0,8.0,8.0,6,0
A,m11,105,5.0,5.0,2.0,4.0,8.0,8.0,6,0
A,m11,106,5.0,7.0,0.0,4.0,8.0,8.0,6,0
A,m11,107,5.0,7.0,9.0,7.0,8.0,8.0,6,0
A,m11,112,5.0,2.0,0.0,0.0,5.0,8.0,6,0
A,m11,113,7.0,0.0,0.0,0.0,5.0,8.0,6,0
A,m11,114,5.0,2.0,5.0,7.0,5.0,8.0,6,0
A,m11,115,5.0,2.0,5.0,9.0,3.0,8.0,6,0
A,m11,116,7.0,0.0,5.0,7.0,5.0,8.0,6,0
A,m11,117,7.0,0.0,5.0,9.0,3.0,8.0,6,0
A,m11,118,5.0,5.0,5.0,4.0,5.0,8.0,6,0
A,m11,119,5.0,5.0,5.0,9.0,0.0,8.0,6,0
A,m11,120,5.0,5.0,9.0,0.0,5.0,8.0,6,0
A,m11,121,5.0,2.0,0.0,9.0,8.0,8.0,6,0
A,m11,122,7.0,0.0,0.0,9.0,8.0,8.0,6,0
A,m11,123,5.0,5.0,9.0,9.0,8.0,8.0,6,0
A#,M,335,6.0,5.0,3.0,3.0,3.0,6.0,6,0
A#,M,336,6.0,8.0,0.0,3.0,3.0,6.0,6,0
A#,M,337,6.0,5.0,8.0,7.0,6.0,6.0,6,0
A#,M,339,6.0,5.0,3.0,3.0,6.0,6.0,6,0
A#,M,340,6.0,8.0,0.0,3.0,6.0,6.0,6,0
A#,M,343,6.0,8.0,8.0,7.0,6.0,6.0,6,0
A#,M,345,6.0,5.0,3.0,3.0,3.0,1.0,6,0
A#,M,346,6.0,8.0,0.0,3.0,3.0,1.0,6,0
A#,M,349,6.0,5.0,3.0,7.0,6.0,6.0,6,0
A#,M,350,6.0,8.0,0.0,7.0,6.0,6.0,6,0
A#,m,454,6.0,4.0,3.0,3.0,2.0,6.0,6,0
A#,m,455,9.0,1.0,3.0,3.0,2.0,6.0,6,0
A#,m,456,6.0,4.0,8.0,6.0,6.0,6.0,6,0
A#,m,457,9.0,1.0,8.0,6.0,6.0,6.0,6,0
A#,m,458,6.0,4.0,3.0,3.0,6.0,6.0,6,0
A#,m,459,9.0,1.0,3.0,3.0,6.0,6.0,6,0
A#,m,462,6.0,8.0,8.0,6.0,6.0,6.0,6,0
A#,m,463,6.0,4.0,3.0,3.0,2.0,9.0,6,0
A#,m,464,9.0,1.0,3.0,3.0,2.0,9.0,6,0
A#,m,465,6.0,4.0,8.0,6.0,6.0,9.0,6,0
A#,m,466,9.0,1.0,8.0,6.0,6.0,9.0,6,0
A#,m,467,6.0,4.0,3.0,3.0,2.0,1.0,6,0
A#,m,468,9.0,1.0,3.0,3.0,2.0,1.0,6,0
A#,m,469,6.0,4.0,3.0,3.0,6.0,9.0,6,0
A#,m,470,9.0,1.0,3.0,3.0,6.0,9.0,6,0
A#,m,473,6.0,8.0,8.0,6.0,6.0,9.0,6,0
A#,m,476,6.0,4.0,3.0,6.0,6.0,6.0,6,0
A#,m,477,9.0,1.0,3.0,6.0,6.0,6.0,6,0
A#,m,479,6.0,4.0,3.0,6.0,6.0,9.0,6,0
A#,m,480,9.0,1.0,3.0,6.0,6.0,9.0,6,0
A#,7,514,6.0,5.0,3.0,3.0,9.0,6.0,6,0
A#,7,515,6.0,8.0,0.0,3.0,9.0,6.0,6,0
A#,7,517,6.0,5.0,6.0,3.0,6.0,6.0,6,0
A#,7,518,6.0,5.0,8.0,1.0,6.0,6.0,6,0
A#,7,523,6.0,8.0,6.0,3.0,3.0,6.0,6,0
A#,7,524,6.0,8.0,8.0,1.0,3.0,6.0,6,0
A#,7,525,6.0,8.0,8.0,7.0,9.0,6.0,6,0
A#,7,528,6.0,5.0,3.0,3.0,3.0,4.0,6,0
A#,7,529,6.0,8.0,0.0,3.0,3.0,4.0,6,0
A#,7,531,6.0,5.0,6.0,3.0,3.0,1.0,6,0
A#,7,532,6.0,5.0,8.0,1.0,3.0,1.0,6,0
A#,7,533,6.0,5.0,8.0,7.0,6.0,4.0,6,0
A#,7,534,6.0,5.0,8.0,7.0,9.0,1.0,6,0
A#,7,537,6.0,5.0,3.0,3.0,6.0,4.0,6,0
A#,7,538,6.0,5.0,3.0,3.0,9.0,1.0,6,0
A#,7,539,6.0,8.0,0.0,3.0,6.0,4.0,6,0
A#,7,540,6.0,8.0,0.0,3.0,9.0,1.0,6,0
A#,7,543,6.0,5.0,6.0,3.0,6.0,4.0,6,0
A#,7,544,6.0,5.0,6.0,3.0,9.0,1.0,6,0
A#,7,545,6.0,5.0,8.0,1.0,6.0,4.0,6,0
A#,7,546,6.0,5.0,8.0,1.0,9.0,1.0,6,0
A#,7,555,6.0,8.0,6.0,3.0,3.0,1.0,6,0
A#,7,556,6.0,8.0,8.0,1.0,3.0,1.0,6,0
A#,7,557,6.0,8.0,8.0,7.0,6.0,4.0,6,0
A#,7,558,6.0,8.0,8.0,7.0,9.0,1.0,6,0
A#,7,560,6.0,8.0,6.0,3.0,3.0,4.0,6,0
A#,7,561,6.0,8.0,8.0,1.0,3.0,4.0,6,0
A#,7,568,6.0,5.0,3.0,1.0,3.0,6.0,6,0
A#,7,569,6.0,8.0,0.0,1.0,3.0,6.0,6,0
A#,7,570,6.0,5.0,3.0,7.0,9.0,6.0,6,0
A#,7,571,6.0,8.0,0.0,7.0,9.0,6.0,6,0
A#,7,573,6.0,5.0,6.0,7.0,6.0,6.0,6,0
A#,7,576,6.0,5.0,3.0,1.0,6.0,6.0,6,0
A#,7,577,6.0,8.0,0.0,1.0,6.0,6.0,6,0
A#,7,578,6.0,5.0,3.0,1.0,9.0,6.0,6,0
A#,7,579,6.0,8.0,0.0,1.0,9.0,6.0,6,0
A#,7,586,6.0,8.0,6.0,7.0,6.0,6.0,6,0
A#,7,589,6.0,8.0,6.0,7.0,9.0,6.0,6,0
A#,7,595,6.0,5.0,3.0,1.0,3.0,1.0,6,0
A#,7,596,6.0,8.0,0.0,1.0,3.0,1.0,6,0
A#,7,597,6.0,5.0,3.0,7.0,6.0,4.0,6,0
A#,7,598,6.0,5.0,3.0,7.0,9.0,1.0,6,0
A#,7,599,6.0,8.0,0.0,7.0,6.0,4.0,6,0
A#,7,600,6.0,8.0,0.0,7.0,9.0,1.0,6,0
A#,7,601,6.0,5.0,3.0,1.0,3.0,4.0,6,0
A#,7,602,6.0,8.0,0.0,1.0,3.0,4.0,6,0
A#,7,606,6.0,5.0,6.0,7.0,6.0,4.0,6,0
A#,7,607,6.0,5.0,6.0,7.0,9.0,1.0,6,0
A#,7,610,6.0,5.0,3.0,1.0,6.0,4.0,6,0
A#,7,611,6.0,5.0,3.0,1.0,9.0,1.0,6,0
A#,7,612,6.0,8.0,0.0,1.0,6.0,4.0,6,0
A#,7,613,6.0,8.0,0.0,1.0,9.0,1.0,6,0
A#,7,625,6.0,8.0,6.0,7.0,6.0,4.0,6,0
A#,7,626,6.0,8.0,6.0,7.0,9.0,1.0,6,0
A#,M7,486,6.0,5.0,7.0,3.0,6.0,6.0,6,0
A#,M7,487,6.0,5.0,8.0,2.0,6.0,6.0,6,0
A#,M7,492,6.0,8.0,7.0,3.0,3.0,6.0,6,0
A#,M7,493,6.0,8.0,8.0,2.0,3.0,6.0,6,0
A#,M7,497,6.0,5.0,3.0,3.0,3.0,5.0,6,0
A#,M7,498,6.0,8.0,0.0,3.0,3.0,5.0,6,0
A#,M7,501,6.0,5.0,7.0,3.0,3.0,1.0,6,0
A#,M7,502,6.0,5.0,8.0,2.0,3.0,1.0,6,0
A#,M7,503,6.0,5.0,8.0,7.0,6.0,5.0,6,0
A#,M7,505,6.0,5.0,3.0,3.0,6.0,5.0,6,0
A#,M7,506,6.0,8.0,0.0,3.0,6.0,5.0,6,0
A#,M7,509,6.0,5.0,7.0,3.0,6.0,5.0,6,0
A#,M7,510,6.0,5.0,8.0,2.0,6.0,5.0,6,0
A#,M7,519,6.0,8.0,7.0,3.0,3.0,1.0,6,0
A#,M7,520,6.0,8.0,8.0,2.0,3.0,1.0,6,0
A#,M7,521,6.0,8.0,8.0,7.0,6.0,5.0,6,0
A#,M7,524,6.0,8.0,7.0,3.0,3.0,5.0,6,0
A#,M7,525,6.0,8.0,8.0,2.0,3.0,5.0,6,0
A#,M7,533,6.0,5.0,3.0,2.0,3.0,6.0,6,0
A#,M7,534,6.0,8.0,0.0,2.0,3.0,6.0,6,0
A#,M7,537,6.0,5.0,7.0,7.0,6.0,6.0,6,0
A#,M7,539,6.0,5.0,3.0,2.0,6.0,6.0,6,0
A#,M7,540,6.0,8.0,0.0,2.0,6.0,6.0,6,0
A#,M7,547,6.0,8.0,7.0,7.0,6.0,6.0,6,0
A#,M7,555,6.0,5.0,3.0,2.0,3.0,1.0,6,0
A#,M7,556,6.0,8.0,0.0,2.0,3.0,1.0,6,0
A#,M7,557,6.0,5.0,3.0,7.0,6.0,5.0,6,0
A#,M7,558,6.0,8.0,0.0,7.0,6.0,5.0,6,0
A#,M7,559,6.0,5.0,3.0,2.0,3.0,5.0,6,0
A#,M7,560,6.0,8.0,0.0,2.0,3.0,5.0,6,0
A#,M7,565,6.0,5.0,7.0,7.0,6.0,5.0,6,0
A#,M7,567,6.0,5.0,3.0,2.0,6.0,5.0,6,0
A#,M7,568,6.0,8.0,0.0,2.0,6.0,5.0,6,0
A#,M7,579,6.0,8.0,7.0,7.0,6.0,5.0,6,0
A#,m7,649,6.0,4.0,3.0,3.0,9.0,6.0,6,0
A#,m7,650,9.0,1.0,3.0,3.0,9.0,6.0,6,0
A#,m7,651,6.0,4.0,6.0,3.0,6.0,6.0,6,0
A#,m7,652,6.0,4.0,8.0,1.0,6.0,6.0,6,0
A#,m7,653,9.0,1.0,6.0,3.0,6.0,6.0,6,0
A#,m7,654,9.0,1.0,8.0,1.0,6.0,6.0,6,0
A#,m7,659,6.0,8.0,6.0,3.0,2.0,6.0,6,0
A#,m7,660,6.0,8.0,8.0,1.0,2.0,6.0,6,0
A#,m7,661,6.0,8.0,8.0,6.0,9.0,6.0,6,0
A#,m7,663,6.0,4.0,3.0,3.0,2.0,4.0,6,0
A#,m7,664,9.0,1.0,3.0,3.0,2.0,4.0,6,0
A#,m7,665,6.0,4.0,6.0,3.0,2.0,1.0,6,0
A#,m7,666,6.0,4.0,8.0,1.0,2.0,1.0,6,0
A#,m7,667,9.0,1.0,6.0,3.0,2.0,1.0,6,0
A#,m7,668,9.0,1.0,8.0,1.0,2.0,1.0,6,0
A#,m7,669,6.0,4.0,8.0,6.0,6.0,4.0,6,0
A#,m7,670,6.0,4.0,8.0,6.0,9.0,1.0,6,0
A#,m7,671,9.0,1.0,8.0,6.0,6.0,4.0,6,0
A#,m7,672,9.0,1.0,8.0,6.0,9.0,1.0,6,0
A#,m7,673,6.0,4.0,3.0,3.0,9.0,9.0,6,0
A#,m7,674,9.0,1.0,3.0,3.0,9.0,9.0,6,0
A#,m7,675,6.0,4.0,6.0,3.0,6.0,9.0,6,0
A#,m7,676,6.0,4.0,8.0,1.0,6.0,9.0,6,0
A#,m7,677,9.0,1.0,6.0,3.0,6.0,9.0,6,0
A#,m7,678,9.0,1.0,8.0,1.0,6.0,9.0,6,0
A#,m7,679,6.0,4.0,3.0,3.0,6.0,4.0,6,0
A#,m7,680,6.0,4.0,3.0,3.0,9.0,1.0,6,0
A#,m7,681,9.0,1.0,3.0,3.0,6.0,4.0,6,0
A#,m7,682,9.0,1.0,3.0,3.0,9.0,1.0,6,0
A#,m7,683,6.0,4.0,6.0,3.0,6.0,4.0,6,0
A#,m7,684,6.0,4.0,6.0,3.0,9.0,1.0,6,0
A#,m7,685,6.0,4.0,8.0,1.0,6.0,4.0,6,0
A#,m7,686,6.0,4.0,8.0,1.0,9.0,1.0,6,0
A#,m7,687,9.0,1.0,6.0,3.0,6.0,4.0,6,0
A#,m7,688,9.0,1.0,6.0,3.0,9.0,1.0,6,0
A#,m7,689,9.0,1.0,8.0,1.0,6.0,4.0,6,0
A#,m7,690,9.0,1.0,8.0,1.0,9.0,1.0,6,0
A#,m7,695,6.0,8.0,6.0,3.0,2.0,9.0,6,0
A#,m7,696,6.0,8.0,8.0,1.0,2.0,9.0,6,0
A#,m7,697,6.0,8.0,8.0,6.0,9.0,9.0,6,0
A#,m7,707,6.0,8.0,6.0,3.0,2.0,1.0,6,0
A#,m7,708,6.0,8.0,8.0,1.0,2.0,1.0,6,0
A#,m7,709,6.0,8.0,8.0,6.0,6.0,4.0,6,0
A#,m7,710,6.0,8.0,8.0,6.0,9.0,1.0,6,0
A#,m7,712,6.0,8.0,6.0,3.0,2.0,4.0,6,0
A#,m7,713,6.0,8.0,8.0,1.0,2.0,4.0,6,0
A#,m7,724,6.0,8.0,6.0,3.0,6.0,9.0,6,0
A#,m7,725,6.0,8.0,8.0,1.0,6.0,9.0,6,0
A#,m7,727,6.0,8.0,6.0,3.0,9.0,9.0,6,0
A#,m7,728,6.0,8.0,8.0,1.0,9.0,9.0,6,0
A#,m7,731,6.0,4.0,3.0,1.0,2.0,6.0,6,0
A#,m7,732,9.0,1.0,3.0,1.0,2.0,6.0,6,0
A#,m7,733,6.0,4.0,3.0,6.0,9.0,6.0,6,0
A#,m7,734,9.0,1.0,3.0,6.0,9.0,6.0,6,0
A#,m7,735,6.0,4.0,6.0,6.0,6.0,6.0,6,0
A#,m7,736,9.0,1.0,6.0,6.0,6.0,6.0,6,0
A#,m7,737,6.0,4.0,3.0,1.0,6.0,6.0,6,0
A#,m7,738,9.0,1.0,3.0,1.0,6.0,6.0,6,0
A#,m7,739,6.0,4.0,3.0,1.0,9.0,6.0,6,0
A#,m7,740,9.0,1.0,3.0,1.0,9.0,6.0,6,0
A#,m7,746,6.0,8.0,6.0,6.0,6.0,6.0,6,0
A#,m7,749,6.0,8.0,6.0,6.0,9.0,6.0,6,0
A#,m7,751,6.0,4.0,3.0,1.0,2.0,9.0,6,0
A#,m7,752,9.0,1.0,3.0,1.0,2.0,9.0,6,0
A#,m7,753,6.0,4.0,3.0,6.0,9.0,9.0,6,0
A#,m7,754,9.0,1.0,3.0,6.0,9.0,9.0,6,0
A#,m7,755,6.0,4.0,6.0,6.0,6.0,9.0,6,0
A#,m7,756,9.0,1.0,6.0,6.0,6.0,9.0,6,0
A#,m7,757,6.0,4.0,3.0,1.0,2.0,1.0,6,0
A#,m7,758,9.0,1.0,3.0,1.0,2.0,1.0,6,0
A#,m7,759,6.0,4.0,3.0,6.0,6.0,4.0,6,0
A#,m7,760,6.0,4.0,3.0,6.0,9.0,1.0,6,0
A#,m7,761,9.0,1.0,3.0,6.0,6.0,4.0,6,0
A#,m7,762,9.0,1.0,3.0,6.0,9.0,1.0,6,0
A#,m7,763,6.0,4.0,3.0,1.0,2.0,4.0,6,0
A#,m7,764,9.0,1.0,3.0,1.0,2.0,4.0,6,0
A#,m7,765,6.0,4.0,6.0,6.0,6.0,4.0,6,0
A#,m7,766,6.0,4.0,6.0,6.0,9.0,1.0,6,0
A#,m7,767,9.0,1.0,6.0,6.0,6.0,4.0,6,0
A#,m7,768,9.0,1.0,6.0,6.0,9.0,1.0,6,0
A#,m7,769,6.0,4.0,3.0,1.0,6.0,9.0,6,0
A#,m7,770,9.0,1.0,3.0,1.0,6.0,9.0,6,0
A#,m7,771,6.0,4.0,3.0,1.0,9.0,9.0,6,0
A#,m7,772,9.0,1.0,3.0,1.0,9.0,9.0,6,0
A#,m7,773,6.0,4.0,3.0,1.0,6.0,4.0,6,0
A#,m7,774,6.0,4.0,3.0,1.0,9.0,1.0,6,0
A#,m7,775,9.0,1.0,3.0,1.0,6.0,4.0,6,0
A#,m7,776,9.0,1.0,3.0,1.0,9.0,1.0,6,0
A#,m7,782,6.0,8.0,6.0,6.0,6.0,9.0,6,0
A#,m7,785,6.0,8.0,6.0,6.0,9.0,9.0,6,0
A#,m7,796,6.0,8.0,6.0,6.0,6.0,4.0,6,0
A#,m7,797,6.0,8.0,6.0,6.0,9.0,1.0,6,0
A#,add9,516,6.0,5.0,3.0,3.0,1.0,6.0,6,0
A#,add9,517,6.0,8.0,0.0,3.0,1.0,6.0,6,0
A#,add9,518,6.0,3.0,0.0,3.0,6.0,6.0,6,0
A#,add9,519,8.0,1.0,0.0,3.0,6.0,6.0,6,0
A#,add9,520,6.0,5.0,8.0,5.0,6.0,6.0,6,0
A#,add9,523,6.0,3.0,3.0,3.0,3.0,6.0,6,0
A#,add9,524,8.0,1.0,3.0,3.0,3.0,6.0,6,0
A#,add9,525,6.0,8.0,8.0,5.0,3.0,6.0,6,0
A#,add9,526,6.0,8.0,8.0,7.0,1.0,6.0,6,0
A#,add9,527,6.0,3.0,8.0,7.0,6.0,6.0,6,0
A#,add9,528,8.0,1.0,8.0,7.0,6.0,6.0,6,0
A#,add9,530,6.0,5.0,3.0,3.0,3.0,8.0,6,0
A#,add9,531,6.0,8.0,0.0,3.0,3.0,8.0,6,0
A#,add9,532,6.0,3.0,0.0,3.0,3.0,1.0,6,0
A#,add9,533,8.0,1.0,0.0,3.0,3.0,1.0,6,0
A#,add9,534,6.0,5.0,8.0,5.0,3.0,1.0,6,0
A#,add9,535,6.0,5.0,8.0,7.0,1.0,1.0,6,0
A#,add9,536,6.0,5.0,8.0,7.0,6.0,8.0,6,0
A#,add9,540,6.0,5.0,3.0,3.0,1.0,1.0,6,0
A#,add9,541,6.0,8.0,0.0,3.0,1.0,1.0,6,0
A#,add9,542,6.0,5.0,3.0,3.0,6.0,8.0,6,0
A#,add9,543,6.0,8.0,0.0,3.0,6.0,8.0,6,0
A#,add9,544,6.0,5.0,3.0,3.0,1.0,8.0,6,0
A#,add9,545,6.0,8.0,0.0,3.0,1.0,8.0,6,0
A#,add9,546,6.0,3.0,0.0,3.0,1.0,1.0,6,0
A#,add9,547,8.0,1.0,0.0,3.0,1.0,1.0,6,0
A#,add9,548,6.0,3.0,0.0,3.0,6.0,8.0,6,0
A#,add9,549,8.0,1.0,0.0,3.0,6.0,8.0,6,0
A#,add9,550,6.0,5.0,8.0,5.0,6.0,8.0,6,0
A#,add9,557,6.0,3.0,3.0,3.0,3.0,1.0,6,0
A#,add9,558,8.0,1.0,3.0,3.0,3.0,1.0,6,0
A#,add9,559,6.0,8.0,8.0,5.0,3.0,1.0,6,0
A#,add9,560,6.0,8.0,8.0,7.0,1.0,1.0,6,0
A#,add9,561,6.0,8.0,8.0,7.0,6.0,8.0,6,0
A#,add9,562,6.0,3.0,3.0,3.0,3.0,8.0,6,0
A#,add9,563,8.0,1.0,3.0,3.0,3.0,8.0,6,0
A#,add9,564,6.0,8.0,8.0,5.0,3.0,8.0,6,0
A#,add9,565,6.0,8.0,8.0,7.0,1.0,8.0,6,0
A#,add9,566,6.0,3.0,8.0,5.0,3.0,1.0,6,0
A#,add9,567,6.0,3.0,8.0,7.0,1.0,1.0,6,0
A#,add9,568,8.0,1.0,8.0,5.0,3.0,1.0,6,0
A#,add9,569,8.0,1.0,8.0,7.0,1.0,1.0,6,0
A#,add9,570,6.0,3.0,8.0,7.0,6.0,8.0,6,0
A#,add9,571,8.0,1.0,8.0,7.0,6.0,8.0,6,0
A#,add9,574,6.0,5.0,3.0,5.0,3.0,6.0,6,0
A#,add9,575,6.0,5.0,3.0,7.0,1.0,6.0,6,0
A#,add9,576,6.0,8.0,0.0,5.0,3.0,6.0,6,0
A#,add9,577,6.0,8.0,0.0,7.0,1.0,6.0,6,0
A#,add9,578,6.0,3.0,0.0,7.0,6.0,6.0,6,0
A#,add9,579,8.0,1.0,0.0,7.0,6.0,6.0,6,0
A#,add9,581,6.0,5.0,3.0,5.0,6.0,6.0,6,0
A#,add9,582,6.0,8.0,0.0,5.0,6.0,6.0,6,0
A#,add9,583,6.0,3.0,0.0,5.0,6.0,6.0,6,0
A#,add9,584,8.0,1.0,0.0,5.0,6.0,6.0,6,0
A#,add9,587,6.0,3.0,3.0,7.0,6.0,6.0,6,0
A#,add9,588,8.0,1.0,3.0,7.0,6.0,6.0,6,0
A#,add9,589,6.0,3.0,3.0,5.0,3.0,6.0,6,0
A#,add9,590,6.0,3.0,3.0,7.0,1.0,6.0,6,0
A#,add9,591,8.0,1.0,3.0,5.0,3.0,6.0,6,0
A#,add9,592,8.0,1.0,3.0,7.0,1.0,6.0,6,0
A#,add9,598,6.0,5.0,3.0,5.0,3.0,1.0,6,0
A#,add9,599,6.0,5.0,3.0,7.0,1.0,1.0,6,0
A#,add9,600,6.0,8.0,0.0,5.0,3.0,1.0,6,0
A#,add9,601,6.0,8.0,0.0,7.0,1.0,1.0,6,0
A#,add9,602,6.0,5.0,3.0,7.0,6.0,8.0,6,0
A#,add9,603,6.0,8.0,0.0,7.0,6.0,8.0,6,0
A#,add9,604,6.0,5.0,3.0,5.0,3.0,8.0,6,0
A#,add9,605,6.0,5.0,3.0,7.0,1.0,8.0,6,0
A#,add9,606,6.0,8.0,0.0,5.0,3.0,8.0,6,0
A#,add9,607,6.0,8.0,0.0,7.0,1.0,8.0,6,0
A#,add9,608,6.0,3.0,0.0,5.0,3.0,1.0,6,0
A#,add9,609,6.0,3.0,0.0,7.0,1.0,1.0,6,0
A#,add9,610,8.0,1.0,0.0,5.0,3.0,1.0,6,0
A#,add9,611,8.0,1.0,0.0,7.0,1.0,1.0,6,0
A#,add9,612,6.0,3.0,0.0,7.0,6.0,8.0,6,0
A#,add9,613,8.0,1.0,0.0,7.0,6.0,8.0,6,0
A#,add9,615,6.0,5.0,3.0,5.0,6.0,8.0,6,0
A#,add9,616,6.0,8.0,0.0,5.0,6.0,8.0,6,0
A#,add9,617,6.0,3.0,0.0,5.0,6.0,8.0,6,0
A#,add9,618,8.0,1.0,0.0,5.0,6.0,8.0,6,0
A#,add9,624,6.0,3.0,3.0,5.0,3.0,1.0,6,0
A#,add9,625,6.0,3.0,3.0,7.0,1.0,1.0,6,0
A#,add9,626,8.0,1.0,3.0,5.0,3.0,1.0,6,0
A#,add9,627,8.0,1.0,3.0,7.0,1.0,1.0,6,0
A#,add9,628,6.0,3.0,3.0,7.0,6.0,8.0,6,0
A#,add9,629,8.0,1.0,3.0,7.0,6.0,8.0,6,0
A#,add9,630,6.0,3.0,3.0,5.0,3.0,8.0,6,0
A#,add9,631,6.0,3.0,3.0,7.0,1.0,8.0,6,0
A#,add9,632,8.0,1.0,3.0,5.0,3.0,8.0,6,0
A#,add9,633,8.0,1.0,3.0,7.0,1.0,8.0,6,0
A#,sus2,454,6.0,3.0,3.0,3.0,1.0,6.0,6,0
A#,sus2,455,8.0,1.0,3.0,3.0,1.0,6.0,6,0
A#,sus2,456,6.0,3.0,8.0,5.0,6.0,6.0,6,0
A#,sus2,457,8.0,1.0,8.0,5.0,6.0,6.0,6,0
A#,sus2,458,6.0,3.0,3.0,3.0,6.0,6.0,6,0
A#,sus2,459,8.0,1.0,3.0,3.0,6.0,6.0,6,0
A#,sus2,462,6.0,8.0,8.0,5.0,6.0,6.0,6,0
A#,sus2,463,6.0,3.0,3.0,3.0,1.0,8.0,6,0
A#,sus2,464,8.0,1.0,3.0,3.0,1.0,8.0,6,0
A#,sus2,465,6.0,3.0,8.0,5.0,6.0,8.0,6,0
